iter	RMSE
152	1.417118354
153	1.417028122
154	1.4169671
155	1.416812056
156	1.416760528
157	1.416640114
158	1.416584467
159	1.416522368
160	1.416473974
161	1.416368777
162	1.416327738
163	1.416284652
164	1.416252743
165	1.416221295
166	1.416188414
167	1.41613719
168	1.416111409
169	1.416066605
170	1.416019893
171	1.415897774
172	1.415876936
173	1.415857829
174	1.415839626
175	1.415823501
176	1.415798349
177	1.415774194
178	1.415754667
179	1.415738366
180	1.415726139
181	1.415698577
182	1.415657789
183	1.415588996
184	1.415557089
185	1.41549655
186	1.41548079
187	1.415463107
188	1.415441042
189	1.41542095
190	1.415361952
191	1.415348266
192	1.415337174
193	1.415278751
194	1.415227333
195	1.415181655
196	1.41517104
197	1.415159468
198	1.415153788
199	1.415144782
200	1.415058829
201	1.415052253
202	1.415046419
203	1.415038369
204	1.415032538
205	1.414989933
206	1.414985412
207	1.414971585
208	1.414966965
209	1.414956829
210	1.41489902
211	1.414864476
212	1.41482823
213	1.41480933
214	1.414806312
215	1.414737024
216	1.414731228
217	1.414669047
218	1.41466775
219	1.414631187
220	1.414625631
221	1.41461875
222	1.414610832
223	1.414604611
224	1.414601677
225	1.41458957
226	1.41458503
227	1.414582147
228	1.414572771
229	1.414541906
230	1.414532459
231	1.414462218
232	1.41433785
233	1.414249601
234	1.414173791
235	1.414161485
236	1.414091698
237	1.414079541
238	1.414054539
239	1.414049615
240	1.41400669
241	1.414003761
242	1.413997928
243	1.413980272
244	1.413978548
245	1.413978257
246	1.413955358
247	1.413952337
248	1.413946419
249	1.413866597
250	1.413866226
251	1.41383186
252	1.413828565
253	1.413806105
254	1.413805698
255	1.413802619
256	1.413801619
257	1.413798187
258	1.413797948
259	1.413712403
260	1.413708883
261	1.413704428
262	1.413700295
263	1.413699391
264	1.413696406
265	1.413693531
266	1.413673738
267	1.413671121
268	1.413669087
269	1.41366406
270	1.413662118
271	1.413660053
272	1.413635252
273	1.413635191
274	1.413634065
275	1.413633927
276	1.413633181
277	1.413629979
278	1.413612222
279	1.413610278
280	1.413581361
281	1.413506746
282	1.413485749
283	1.413484707
284	1.413484447
285	1.413481856
286	1.413481298
287	1.413479391
288	1.413458018
289	1.413457214
290	1.413456522
291	1.413454459
292	1.413383333
293	1.41338231
294	1.413381632
295	1.413379528
296	1.413377546
297	1.413377445
298	1.413372286
299	1.413370365
300	1.413367225
301	1.413365864
302	1.413362858
303	1.413361387
304	1.413361309
305	1.413281215
306	1.413214017
307	1.413165337
308	1.41316463
309	1.413113039
310	1.413112957
311	1.413111912
312	1.413062205
313	1.4130611
314	1.413059382
315	1.413043048
316	1.41304082
317	1.41303375
318	1.412998676
319	1.412989874
320	1.41297753
321	1.412977224
322	1.412954124
323	1.412949401
324	1.412932831
325	1.41278541
326	1.412727545
327	1.412724443
328	1.412684664
329	1.412682948
330	1.412682836
331	1.412666367
332	1.412665464
333	1.412663518
334	1.412659573
335	1.412639623
336	1.412460541
337	1.412458107
338	1.412457548
339	1.412448429
340	1.4124139
341	1.412413653
342	1.412412028
343	1.412343209
344	1.412341271
345	1.412326388
346	1.412313921
347	1.412313345
348	1.412313035
349	1.412272432
350	1.41227243
351	1.412268348
352	1.412256112
353	1.412255938
354	1.412243712
355	1.412242754
356	1.412208624
357	1.412196259
358	1.412195758
359	1.412133603
360	1.412103862
361	1.412103806
362	1.412098366
363	1.412097155
364	1.412086944
365	1.412076118
366	1.412065491
367	1.412058311
368	1.412057565
369	1.412057516
370	1.412056428
371	1.412053862
372	1.411943349
373	1.411942516
374	1.411913629
375	1.411787555
376	1.411784545
377	1.411784416
378	1.41178285
379	1.41178268
380	1.411778538
381	1.411778534
382	1.411674549
383	1.411635624
384	1.411631796
385	1.411620509
386	1.411619626
387	1.411609362
388	1.411582265
389	1.411582255
390	1.411562813
391	1.411550687
392	1.411550058
393	1.411549003
394	1.411548801
395	1.411548189
396	1.411547293
397	1.411423929
398	1.411367733
399	1.411366957
400	1.411358935
401	1.411354182
402	1.411352221
403	1.41131586
404	1.411233453
405	1.411226449
406	1.411223245
407	1.411213437
408	1.411211668
409	1.411211661
410	1.411201201
411	1.411201176
412	1.411133081
413	1.411132607
414	1.411129917
415	1.411127368
416	1.41100431
417	1.411003642
418	1.411000771
419	1.411000415
420	1.410942128
421	1.410937166
422	1.410917935
423	1.410910959
424	1.410909547
425	1.41090905
426	1.410908647
427	1.410907879
428	1.410907035
429	1.410896954
430	1.410889152
431	1.410886863
432	1.410886553
433	1.410885733
434	1.410861063
435	1.410852798
436	1.410852621
437	1.410851928
438	1.410849719
439	1.410836364
440	1.410748056
441	1.410747237
442	1.410744808
443	1.410743554
444	1.410730558
445	1.410706305
446	1.410705473
447	1.410698393
448	1.410633318
449	1.410630502
450	1.410629803
451	1.410569666
452	1.410567934
453	1.410499557
454	1.410498745
455	1.410498136
456	1.410497539
457	1.410497423
458	1.410495764
459	1.410495148
460	1.410449778
461	1.410448657
462	1.410445908
463	1.410438502
464	1.410422666
465	1.410421102
466	1.410418415
467	1.410410808
468	1.410410229
469	1.410409991
470	1.410409705
471	1.41040968
472	1.410409119
473	1.41033823
474	1.410335497
475	1.410334875
476	1.410332057
477	1.41025879
478	1.41025655
479	1.410255202
480	1.41024631
481	1.410228782
482	1.410228065
483	1.410225813
484	1.410224853
485	1.410219028
486	1.41021194
487	1.410210112
488	1.41020974
489	1.410180227
490	1.410178326
491	1.410177614
492	1.410157262
493	1.410150926
494	1.410150269
495	1.410050577
496	1.410049696
497	1.410049116
498	1.410047693
499	1.41004622
500	1.410037251
501	1.410037188
502	1.410031764
503	1.409984584
504	1.409969852
505	1.409965041
506	1.409962644
507	1.409961501
508	1.409960793
509	1.409959957
510	1.409958218
511	1.409952796
512	1.409952746
513	1.409946968
514	1.409946649
515	1.409942584
516	1.409913847
517	1.409909339
518	1.409908838
519	1.409908482
520	1.409908245
521	1.409908006
522	1.409905374
523	1.409903158
524	1.409891306
525	1.409842454
526	1.409840505
527	1.409840488
528	1.409839788
529	1.409834293
530	1.409830827
531	1.409830473
532	1.409795134
533	1.409794765
534	1.409788895
535	1.409788338
536	1.409785881
537	1.409784323
538	1.409783984
539	1.409738668
540	1.409737236
541	1.409737065
542	1.409734505
543	1.409732961
544	1.409690057
545	1.409669907
546	1.409669639
547	1.409667673
548	1.409663877
549	1.409663709
550	1.409663395
551	1.409647777
552	1.409646847
553	1.409646454
554	1.409643205
555	1.409629035
556	1.409628718
557	1.409628652
558	1.409628358
559	1.40961999
560	1.409619808
561	1.40961794
562	1.409617169
563	1.409614438
564	1.409614159
565	1.409613893
566	1.409606688
567	1.409604634
568	1.409584024
569	1.409583919
570	1.409580198
571	1.409579641
572	1.409521423
573	1.409519598
574	1.409510106
575	1.409503625
576	1.409502016
577	1.409500655
578	1.409499127
579	1.409485992
580	1.409484983
581	1.409483329
582	1.409482902
583	1.409482744
584	1.409482231
585	1.409477859
586	1.409476745
587	1.409475887
588	1.409475493
589	1.409469618
590	1.409468974
591	1.40946712
592	1.409466628
593	1.409452718
594	1.409451327
595	1.409449944
596	1.409430703
597	1.409429495
598	1.40942593
599	1.409404712
600	1.409388179
601	1.409387327
602	1.409386059
603	1.409362673
604	1.409362598
605	1.409321273
606	1.40928342
607	1.409282848
608	1.409278504
609	1.409277278
610	1.409276511
611	1.40926583
612	1.409215383
613	1.409215139
614	1.409213362
615	1.409212961
616	1.409212448
617	1.409211901
618	1.40921171
619	1.409208771
620	1.409208338
621	1.409172714
622	1.409171635
623	1.409171398
624	1.409171192
625	1.409170971
626	1.409169506
627	1.409169309
628	1.409164154
629	1.409159373
630	1.409158169
631	1.409153903
632	1.409152352
633	1.409152088
634	1.409152012
635	1.409125622
636	1.409125351
637	1.409123064
638	1.409120503
639	1.409119878
640	1.409112681
641	1.409111735
642	1.409111666
643	1.409111364
644	1.409111172
645	1.409110883
646	1.409110694
647	1.409109377
648	1.40910467
649	1.409104607
650	1.409102276
651	1.409097818
652	1.409097552
653	1.409080122
654	1.409080062
655	1.409076288
656	1.409048781
657	1.409048736
658	1.409046634
659	1.409045619
660	1.409014654
661	1.409008619
662	1.409007234
663	1.409006205
664	1.409005722
665	1.409004972
666	1.408998312
667	1.408997061
668	1.408988705
669	1.408987669
670	1.408987414
671	1.408984982
672	1.408984922
673	1.408984792
674	1.408984162
675	1.408978634
676	1.408977343
677	1.408974823
678	1.40897435
679	1.408972382
680	1.408971512
681	1.408970024
682	1.408957374
683	1.408957209
684	1.408957145
685	1.408956227
686	1.408955215
687	1.408908927
688	1.408908668
689	1.408902841
690	1.408901526
691	1.408890651
692	1.408889613
693	1.408889566
694	1.408882214
695	1.408881216
696	1.408877197
697	1.408871744
698	1.408870829
699	1.408869516
700	1.408865672
701	1.408864794
702	1.408841885
703	1.408826413
704	1.408825182
705	1.408823066
706	1.408822709
707	1.408814548
708	1.408811423
709	1.408811422
710	1.408780967
711	1.408780769
712	1.408780698
713	1.408726495
714	1.408725951
715	1.408723355
716	1.408722156
717	1.4087215
718	1.408718224
719	1.408717948
720	1.408717333
721	1.408716696
722	1.408714026
723	1.408713827
724	1.408711739
725	1.408701397
726	1.408689017
727	1.408683073
728	1.408672568
729	1.408671575
730	1.408665171
731	1.408665123
732	1.408662519
733	1.408662309
734	1.408661219
735	1.40865029
736	1.408648454
737	1.408647295
738	1.40864694
739	1.408645327
740	1.40864427
741	1.408643022
742	1.408640559
743	1.408640442
744	1.408640334
745	1.408639679
746	1.408634365
747	1.408633669
748	1.408632391
749	1.408632154
750	1.40861367
751	1.408606117
752	1.408605422
753	1.40860535
754	1.40860507
755	1.408598815
756	1.408596187
757	1.408571953
758	1.408570817
759	1.40857005
760	1.408569852
761	1.40856837
762	1.408567597
763	1.408567111
764	1.40856603
765	1.408564283
766	1.408564156
767	1.408554987
768	1.408554257
769	1.408554055
770	1.408541126
771	1.408540069
772	1.408524805
773	1.408522355
774	1.408520842
775	1.408520585
776	1.408520564
777	1.408513143
778	1.408512926
779	1.408512905
780	1.408505761
781	1.408502911
782	1.408502231
783	1.408495686
784	1.408490644
785	1.408489535
786	1.408485478
787	1.408485221
788	1.408483284
789	1.408483263
790	1.408480809
791	1.408480586
792	1.408479582
793	1.408478177
794	1.408477995
795	1.408477146
796	1.408477015
797	1.408476776
798	1.408474971
799	1.408473812
