iter	Passed	Remaining
231	4869	11920
232	4884	11887
233	4901	11854
234	4921	11831
235	4938	11802
236	4956	11773
237	4975	11748
238	4996	11729
239	5016	11705
240	5035	11680
241	5047	11638
242	5068	11617
243	5084	11586
244	5100	11554
245	5111	11510
246	5127	11480
247	5145	11452
248	5166	11432
249	5186	11409
250	5197	11367
251	5217	11345
252	5236	11322
253	5254	11295
254	5268	11260
255	5285	11231
256	5301	11202
257	5318	11172
258	5326	11125
259	5342	11095
260	5358	11066
261	5377	11041
262	5394	11015
263	5410	10984
264	5428	10959
265	5447	10935
266	5462	10905
267	5483	10884
268	5497	10852
269	5514	10825
270	5525	10786
271	5535	10745
272	5552	10717
273	5565	10685
274	5582	10656
275	5593	10619
276	5613	10598
277	5629	10570
278	5648	10547
279	5663	10517
280	5681	10493
281	5700	10471
282	5719	10449
283	5736	10422
284	5746	10383
285	5759	10351
286	5773	10320
287	5787	10289
288	5803	10261
289	5822	10239
290	5836	10208
291	5853	10184
292	5871	10159
293	5887	10133
294	5905	10110
295	5924	10087
296	5939	10058
297	5952	10027
298	5972	10006
299	5986	9977
300	6003	9952
301	6015	9920
302	6034	9897
303	6051	9873
304	6063	9841
305	6082	9818
306	6100	9796
307	6116	9770
308	6130	9741
309	6147	9716
310	6155	9678
311	6165	9642
312	6181	9617
313	6197	9592
314	6217	9572
315	6232	9545
316	6244	9514
317	6261	9491
318	6280	9470
319	6298	9448
320	6316	9425
321	6327	9393
322	6342	9365
323	6353	9334
324	6369	9309
325	6386	9286
326	6402	9261
327	6418	9235
328	6437	9216
329	6461	9203
330	6471	9169
331	6489	9148
332	6500	9116
333	6513	9087
334	6527	9060
335	6545	9038
336	6561	9015
337	6578	8992
338	6593	8965
339	6609	8942
340	6625	8918
341	6633	8883
342	6647	8856
343	6668	8839
344	6686	8818
345	6708	8802
346	6730	8785
347	6741	8756
348	6751	8724
349	6767	8701
350	6775	8667
351	6789	8641
352	6806	8618
353	6818	8590
354	6834	8567
355	6844	8536
356	6860	8513
357	6872	8485
358	6883	8455
359	6900	8433
360	6918	8413
361	6932	8387
362	6957	8375
363	6967	8345
364	6981	8319
365	6995	8295
366	7012	8273
367	7024	8246
368	7036	8218
369	7044	8186
370	7053	8155
371	7069	8133
372	7084	8110
373	7093	8080
374	7113	8062
375	7131	8042
376	7150	8022
377	7159	7993
378	7178	7973
379	7196	7953
380	7210	7929
381	7218	7898
382	7234	7877
383	7250	7854
384	7267	7833
385	7284	7813
386	7300	7791
387	7315	7768
388	7334	7749
389	7342	7719
390	7358	7697
391	7377	7678
392	7389	7652
393	7399	7625
394	7411	7599
395	7430	7580
396	7443	7556
397	7462	7537
398	7478	7515
399	7492	7492
400	7506	7468
401	7523	7448
402	7537	7425
403	7558	7408
404	7578	7391
405	7596	7371
406	7611	7350
407	7626	7326
408	7640	7304
409	7650	7277
410	7667	7257
411	7679	7232
412	7697	7212
413	7710	7188
414	7727	7168
415	7741	7145
416	7759	7126
417	7785	7115
418	7812	7103
419	7830	7085
420	7858	7074
421	7880	7059
422	7906	7046
423	7932	7034
424	7955	7019
425	7973	7000
426	7997	6985
427	8033	6982
428	8054	6965
429	8080	6953
430	8108	6941
431	8139	6933
432	8159	6915
433	8180	6898
434	8219	6896
435	8256	6893
436	8274	6873
437	8305	6864
438	8334	6853
439	8359	6839
440	8387	6827
441	8422	6822
442	8468	6824
443	8494	6810
444	8522	6798
445	8547	6784
446	8572	6769
447	8596	6754
448	8620	6738
449	8637	6718
450	8662	6703
451	8689	6690
452	8707	6669
453	8736	6658
454	8757	6640
455	8778	6622
456	8799	6604
457	8817	6584
458	8838	6566
459	8852	6543
460	8879	6529
461	8907	6516
462	8935	6503
463	8959	6487
464	8986	6474
465	9010	6458
466	9035	6442
467	9062	6428
468	9080	6408
469	9103	6391
470	9126	6374
471	9140	6352
472	9158	6331
473	9183	6315
474	9210	6301
475	9228	6281
476	9252	6265
477	9278	6250
478	9306	6236
479	9333	6222
480	9361	6208
481	9393	6197
482	9423	6184
483	9448	6168
484	9470	6151
485	9499	6137
486	9524	6121
487	9549	6105
488	9575	6090
489	9602	6075
490	9625	6057
491	9642	6036
492	9668	6020
493	9698	6007
494	9721	5989
495	9750	5976
496	9769	5955
497	9792	5938
498	9817	5922
499	9844	5906
500	9868	5889
501	9886	5868
502	9910	5851
503	9937	5836
504	9967	5822
505	9994	5807
506	10015	5788
507	10030	5765
508	10041	5740
509	10059	5720
510	10076	5698
511	10093	5677
512	10105	5653
513	10120	5631
514	10134	5608
515	10153	5588
516	10175	5570
517	10194	5549
518	10216	5531
519	10235	5511
520	10249	5488
521	10261	5464
522	10281	5445
523	10307	5429
524	10328	5410
525	10346	5389
526	10364	5369
527	10376	5345
528	10395	5325
529	10413	5305
530	10430	5284
531	10442	5260
532	10464	5242
533	10476	5218
534	10492	5197
535	10503	5173
536	10521	5153
537	10537	5131
538	10549	5108
539	10567	5088
540	10591	5070
541	10611	5051
542	10634	5033
543	10653	5013
544	10671	4993
545	10692	4974
546	10702	4950
547	10719	4929
548	10735	4908
549	10748	4885
550	10756	4861
551	10772	4840
552	10787	4818
553	10803	4797
554	10821	4776
555	10839	4756
556	10847	4732
557	10859	4709
558	10868	4685
559	10894	4669
560	10914	4649
561	10933	4630
562	10952	4610
563	10968	4589
564	10983	4568
565	11001	4548
566	11019	4528
567	11037	4508
568	11055	4488
569	11065	4464
570	11083	4444
571	11097	4423
572	11114	4403
573	11132	4383
574	11149	4362
575	11165	4342
576	11191	4325
577	11212	4306
578	11232	4287
579	11245	4265
580	11261	4244
581	11279	4224
582	11293	4203
583	11303	4180
584	11313	4158
585	11329	4137
586	11346	4117
587	11362	4096
588	11377	4075
589	11403	4059
590	11415	4036
591	11438	4018
592	11450	3996
593	11467	3976
594	11480	3955
595	11499	3936
596	11518	3916
597	11532	3895
598	11548	3875
599	11564	3854
600	11580	3834
601	11597	3814
602	11614	3794
603	11630	3774
604	11643	3752
605	11662	3733
606	11683	3714
607	11695	3693
608	11714	3673
609	11729	3653
610	11747	3633
611	11763	3613
612	11779	3593
613	11795	3573
614	11811	3553
615	11823	3531
616	11839	3511
617	11853	3490
618	11862	3468
619	11880	3449
620	11896	3428
621	11915	3409
622	11940	3392
623	11962	3373
624	11974	3352
625	11985	3331
626	12001	3311
627	12013	3290
628	12029	3270
629	12045	3250
630	12058	3229
631	12076	3210
632	12094	3190
633	12109	3170
634	12121	3149
635	12139	3130
636	12154	3110
637	12167	3089
638	12180	3068
639	12197	3049
640	12214	3029
641	12229	3009
642	12239	2988
643	12249	2967
644	12263	2946
645	12276	2926
646	12291	2906
647	12309	2887
648	12327	2868
649	12335	2846
650	12350	2826
651	12367	2807
652	12379	2786
653	12401	2768
654	12414	2748
655	12426	2727
656	12443	2708
657	12452	2687
658	12469	2667
659	12481	2647
660	12497	2628
661	12520	2609
662	12538	2590
663	12556	2571
664	12568	2551
665	12580	2531
666	12598	2512
667	12615	2492
668	12633	2473
669	12646	2453
670	12654	2432
671	12671	2413
672	12678	2392
673	12692	2372
674	12705	2352
675	12721	2333
676	12737	2314
677	12757	2295
678	12776	2276
679	12794	2257
680	12812	2238
681	12830	2219
682	12847	2200
683	12866	2181
684	12879	2162
685	12895	2142
686	12912	2123
687	12928	2104
688	12938	2084
689	12957	2065
690	12974	2046
691	12993	2027
692	13005	2008
693	13018	1988
694	13036	1969
695	13051	1950
696	13073	1931
697	13095	1913
698	13109	1894
699	13125	1875
700	13149	1857
701	13167	1838
702	13192	1820
703	13215	1802
704	13240	1784
705	13263	1765
706	13277	1746
707	13301	1728
708	13324	1710
709	13333	1690
710	13352	1671
711	13368	1652
712	13383	1633
713	13403	1614
714	13423	1595
715	13441	1576
716	13460	1558
717	13481	1539
718	13502	1521
719	13519	1502
720	13533	1482
721	13554	1464
722	13573	1445
723	13590	1426
724	13614	1408
725	13638	1390
726	13659	1371
727	13679	1352
728	13698	1334
729	13711	1314
730	13727	1295
731	13738	1276
732	13754	1257
733	13768	1238
734	13784	1218
735	13800	1200
736	13818	1181
737	13828	1161
738	13843	1142
739	13862	1123
740	13881	1105
741	13900	1086
742	13919	1067
743	13932	1048
744	13944	1029
745	13961	1010
746	13978	991
747	13989	972
748	14005	953
749	14016	934
750	14032	915
751	14049	896
752	14065	877
753	14077	858
754	14090	839
755	14115	821
756	14133	802
757	14150	784
758	14166	765
759	14183	746
760	14199	727
761	14215	708
762	14231	690
763	14247	671
764	14263	652
765	14276	633
766	14297	615
767	14327	596
768	14352	578
769	14376	560
770	14402	541
771	14422	523
772	14440	504
773	14456	485
774	14470	466
775	14482	447
776	14494	429
777	14514	410
778	14525	391
779	14536	372
780	14554	354
781	14572	335
782	14592	316
783	14609	298
784	14625	279
785	14642	260
786	14658	242
787	14670	223
788	14687	204
789	14698	186
790	14724	167
791	14739	148
792	14755	130
793	14769	111
794	14779	92
795	14791	74
796	14809	55
797	14825	37
798	14843	18
799	14855	0
