iter	RMSE
323	1.118278036
324	1.117055728
325	1.116004623
326	1.11579012
327	1.11542192
328	1.115232385
329	1.115056533
330	1.115053761
331	1.114960672
332	1.113780492
333	1.112674593
334	1.111923421
335	1.111014912
336	1.110399041
337	1.10998504
338	1.109560901
339	1.10906821
340	1.108573016
341	1.108097305
342	1.106986388
343	1.106827328
344	1.106512371
345	1.106229746
346	1.104380832
347	1.104319429
348	1.103794429
349	1.103220493
350	1.10171404
351	1.101583559
352	1.100591742
353	1.100340378
354	1.099937191
355	1.09943652
356	1.098330685
357	1.097572487
358	1.096461632
359	1.09612069
360	1.094716073
361	1.094159131
362	1.093093244
363	1.092839412
364	1.092531009
365	1.091673663
366	1.091278276
367	1.091275247
368	1.090405079
369	1.089934746
370	1.088381024
371	1.087288937
372	1.087129631
373	1.086451124
374	1.085327144
375	1.084525208
376	1.083686386
377	1.083324103
378	1.082979354
379	1.0826662
380	1.081967918
381	1.080863294
382	1.080732783
383	1.080732451
384	1.079941909
385	1.079890282
386	1.079351299
387	1.078238439
388	1.077377703
389	1.077180332
390	1.076403605
391	1.075884989
392	1.075331575
393	1.075328466
394	1.075197014
395	1.075089572
396	1.074600633
397	1.074390764
398	1.07360727
399	1.073220213
400	1.073217784
401	1.072424811
402	1.07201723
403	1.071802168
404	1.071430135
405	1.071410575
406	1.071405901
407	1.071119767
408	1.07042423
409	1.070384094
410	1.070322961
411	1.070075308
412	1.070032619
413	1.069716078
414	1.069531486
415	1.068581435
416	1.067518076
417	1.066411409
418	1.066335446
419	1.065868568
420	1.064801219
421	1.064091342
422	1.063014129
423	1.062235302
424	1.061935454
425	1.061772237
426	1.061239671
427	1.061018996
428	1.060794834
429	1.060622285
430	1.060617629
431	1.060611756
432	1.060011514
433	1.059810867
434	1.05863405
435	1.058358554
436	1.057816782
437	1.05762339
438	1.057213473
439	1.056540012
440	1.055682498
441	1.055682066
442	1.055018941
443	1.05424217
444	1.053411072
445	1.05288769
446	1.052877139
447	1.052256428
448	1.051926844
449	1.050859656
450	1.050244463
451	1.049207253
452	1.04830161
453	1.047113795
454	1.045871998
455	1.045467829
456	1.044816683
457	1.044646054
458	1.04422414
459	1.042778734
460	1.042763714
461	1.04206982
462	1.041387823
463	1.041325629
464	1.041097391
465	1.040754056
466	1.040417594
467	1.039895666
468	1.039607189
469	1.03959918
470	1.039394726
471	1.038770323
472	1.037904002
473	1.037133854
474	1.037095731
475	1.035941601
476	1.03593785
477	1.035082852
478	1.034810944
479	1.034801708
480	1.033688189
481	1.033687705
482	1.033643305
483	1.033155019
484	1.032658612
485	1.032344796
486	1.032162402
487	1.032044423
488	1.031037017
489	1.030191455
490	1.029215481
491	1.028362004
492	1.027968381
493	1.026884791
494	1.026598183
495	1.02552357
496	1.024895083
497	1.024808763
498	1.024413676
499	1.024014974
500	1.023385821
501	1.023284804
502	1.022953094
503	1.022394987
504	1.021643256
505	1.021643059
506	1.021638934
507	1.021619923
508	1.021390476
509	1.020834114
510	1.020342235
511	1.019556688
512	1.019112486
513	1.018633848
514	1.018118792
515	1.017708053
516	1.017217364
517	1.016453951
518	1.016304547
519	1.015923409
520	1.015783925
521	1.015070711
522	1.014961894
523	1.01462614
524	1.014122482
525	1.013084495
526	1.012512394
527	1.012078346
528	1.01132263
529	1.010615497
530	1.010195771
531	1.010110379
532	1.009578675
533	1.009506403
534	1.009470312
535	1.008880149
536	1.008740709
537	1.008130578
538	1.007739113
539	1.006894705
540	1.006115049
541	1.004809143
542	1.004363952
543	1.003764418
544	1.003429176
545	1.003271466
546	1.002941552
547	1.002460962
548	1.002312381
549	1.001925188
550	1.00072807
551	1.00027671
552	0.9998791432
553	0.9989145373
554	0.9980746484
555	0.998026084
556	0.9978532329
557	0.9974329278
558	0.997423426
559	0.9967944281
560	0.9959980105
561	0.9959336126
562	0.9959122166
563	0.9959063444
564	0.9955276421
565	0.9952382214
566	0.9952140918
567	0.9950339974
568	0.9946079437
569	0.9945708213
570	0.9943014359
571	0.9939042686
572	0.9938043136
573	0.9938042142
574	0.993188847
575	0.992879498
576	0.992641865
577	0.9922874814
578	0.992243455
579	0.9921571779
580	0.9917060763
581	0.9912742191
582	0.9909830813
583	0.9906202907
584	0.9900247062
585	0.9896086855
586	0.9893762442
587	0.9882168379
588	0.9869010187
589	0.9860618199
590	0.9852016691
591	0.9849554693
592	0.9845459013
593	0.9836251195
594	0.9835671649
595	0.9834714703
596	0.9825880557
597	0.9819738963
598	0.9817567409
599	0.9817497967
600	0.9815704371
601	0.9810068564
602	0.9808302538
603	0.9808221124
604	0.9803556054
605	0.9800200699
606	0.9795069711
607	0.9795040851
608	0.9794784613
609	0.9792201783
610	0.9789153463
611	0.9781100511
612	0.9775031331
613	0.9766588928
614	0.9765624179
615	0.9765579835
616	0.9759521425
617	0.9755556457
618	0.9753905976
619	0.9745495124
620	0.9739085856
621	0.9723934787
622	0.9723740932
623	0.9723712146
624	0.9721495391
625	0.9716321012
626	0.9712880637
627	0.9705796701
628	0.9705316432
629	0.9701037682
630	0.9699378538
631	0.9695698832
632	0.9694547557
633	0.9694403965
634	0.9689144934
635	0.9683221335
636	0.9672630135
637	0.96716352
638	0.9670337603
639	0.9664429158
640	0.9657743548
641	0.965199994
642	0.9649236812
643	0.9648732336
644	0.9642278005
645	0.9640704848
646	0.9634604941
647	0.9630472564
648	0.9629728788
649	0.9629559871
650	0.9626119818
651	0.9622133694
652	0.9622083488
653	0.9620731303
654	0.9619253819
655	0.9613019524
656	0.9611220176
657	0.9610386865
658	0.9610371137
659	0.9603520246
660	0.9594108171
661	0.9592438985
662	0.9590037192
663	0.9588676001
664	0.9586698648
665	0.9586683371
666	0.9583580215
667	0.9579774323
668	0.9576986877
669	0.9576847248
670	0.9573897214
671	0.9568530078
672	0.9565600854
673	0.9559348999
674	0.9559212561
675	0.9555096269
676	0.9549786308
677	0.9545434606
678	0.9539121945
679	0.9534112516
680	0.9530225403
681	0.9525505419
682	0.952140755
683	0.9515571454
684	0.9504864659
685	0.9497253751
686	0.9494663336
687	0.9494660854
688	0.9491309145
689	0.9491094925
690	0.9490858565
691	0.949027405
692	0.9488739359
693	0.9484114628
694	0.947901366
695	0.9474633156
696	0.9474420669
697	0.9472542564
698	0.9472431495
699	0.9470681929
700	0.9470037238
701	0.9465538648
702	0.9459376087
703	0.9455501344
704	0.9450229924
705	0.9444612426
706	0.9436017815
707	0.9433225021
708	0.9433123803
709	0.9431074793
710	0.9423170124
711	0.9419960789
712	0.9413017097
713	0.9413016399
714	0.9409181402
715	0.9409163671
716	0.94057102
717	0.9402447808
718	0.9402103505
719	0.9399811645
720	0.9399803153
721	0.9394894117
722	0.9390338652
723	0.9388383996
724	0.9387480924
725	0.9383895237
726	0.9383208236
727	0.9383201937
728	0.9377800539
729	0.9372587532
730	0.9368349236
731	0.9368250218
732	0.9364764904
733	0.9360305754
734	0.9354924019
735	0.9347359162
736	0.9344684106
737	0.9344382272
738	0.9344381925
739	0.9337228248
740	0.9330865572
741	0.9329098374
742	0.9326760034
743	0.9322877502
744	0.9319459126
745	0.9317696664
746	0.9316904351
747	0.9308344137
748	0.9306885766
749	0.930688362
750	0.9304367293
751	0.9296080256
752	0.9292008929
753	0.9287562257
754	0.9285670875
755	0.9285538755
756	0.9280990822
757	0.9280250192
758	0.9278582573
759	0.9278423143
760	0.9272434773
761	0.9265390042
762	0.9263507107
763	0.9260996672
764	0.9258733715
765	0.9253009094
766	0.9250777931
767	0.9250746929
768	0.9250743535
769	0.9246701229
770	0.9240539435
771	0.9239894428
772	0.923797402
773	0.9236007938
774	0.9232456187
775	0.9226053573
776	0.9221946674
777	0.9215452173
778	0.9214052908
779	0.9213384295
780	0.9209404042
781	0.9204283213
782	0.9200928678
783	0.919910759
784	0.9198273932
785	0.9194240561
786	0.9186087555
787	0.917871207
788	0.9174262426
789	0.917393207
790	0.9167557503
791	0.9167442417
792	0.9167404822
793	0.9165155774
794	0.9161769978
795	0.9152757982
796	0.9151776832
797	0.9145748911
798	0.9144117781
799	0.9141766106
