Age_scaled,Sex_1,Age,Fare,Name_length,Sex_0,Title_0,Ticket_Number,Pclass,CabinLetter,Family_Size,Title_1,Title_2,Ticket_Letter,Cabin,Family_Size_Category_2,Family_Size_Category_0,S,Pclass_4,Pclass_5,Fare_0,Family_Size_Category_1,Fare_1,C,Fare_2,Title_3,Fare_4,Pclass_1,Fare_3,Pclass_3,Title_5,Pclass_0,Title_4,Pclass_2,Q,Survived
-2.0149919797831783,0,-2.0149919797831783,-0.5641728616656608,-0.7508526981437278,1,0,382652.0,0,0,6,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.2798467027766344,0,0.2798467027766344,-0.22582915882277116,0.11155110984346052,1,1,244373.0,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.0972618987531129,1,0.0972618987531129,0.00995042503986978,3.022163961800221,0,0,345763.0,0,0,2,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.8029966155510868,1,-0.8029966155510868,-0.4981545781841214,-0.4274512701485322,0,0,2649.0,0,0,1,1,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3886072613098427,0,0.3886072613098427,-0.22582915882277116,-0.7508526981437278,1,1,239865.0,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.31577092067066026,0,0.31577092067066026,-0.22582915882277116,-0.6430522221453293,1,1,248698.0,2,4,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
-1.0681195514738064,1,-1.0681195514738064,-0.4602317899156542,0.003750633845061978,0,0,330923.0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
-0.12124712316443445,0,-0.12124712316443445,0.8351789685591129,0.11155110984346052,1,1,113788.0,1,5,1,0,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
-1.5779739359480836,1,-1.5779739359480836,-0.5904033403703796,0.21935158584185907,0,0,349909.0,0,0,5,0,1,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6071162832273901,1,0.6071162832273901,-0.4688294924412054,3.2377649137970184,0,0,347077.0,0,0,7,1,0,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3978321099753278,0,0.3978321099753278,-0.4981545781841214,-0.4274512701485322,1,1,2631.0,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.7767741889170765,0,-0.7767741889170765,2.2616454509280906,0.3271520618402576,1,1,19950.0,1,1,6,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.4783048646899338,1,-0.4783048646899338,-0.4673051774315334,0.21935158584185907,0,0,330959.0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
-0.12521344227613165,0,-0.12521344227613165,-0.4665223892131094,-0.8586531741421264,1,1,349216.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7527889645057549,0,0.7527889645057549,0.4683436608022618,-0.31965079415013364,1,0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
0.5413166614573589,1,0.5413166614573589,2.6158052482564864,2.0519596778146343,0,0,0.0,1,6,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
-0.5384952636981484,1,-0.5384952636981484,-0.4733977218785441,-0.31965079415013364,0,0,335677.0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2.6465338211244993,0,2.6465338211244993,-0.3437189507540916,-0.6430522221453293,1,1,0.0,2,0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.12124712316443445,0,-0.12124712316443445,1.0985636261003917,-0.4274512701485322,1,1,0.0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.8984616457841199,0,0.8984616457841199,0.3871977592200952,0.3271520618402576,1,1,113789.0,1,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-0.9305493061220451,0,-0.9305493061220451,-0.4979565233336768,-1.182054602137322,1,1,2677.0,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.6311015076387116,0,-0.6311015076387116,-0.4592509468467856,-0.31965079415013364,1,1,0.0,0,0,1,0,0,7,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.8496105295562589,1,-0.8496105295562589,-0.4144528259128839,0.7583539658338517,0,0,345764.0,0,0,3,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.1409558921129888,1,-1.1409558921129888,-0.5737997420747724,0.003750633845061978,0,0,2651.0,0,0,2,0,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.7527889645057549,1,0.7527889645057549,-0.39205376544593296,2.0519596778146343,0,0,7546.0,0,0,2,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.1940834638036169,1,-0.1940834638036169,-0.3437189507540916,3.12996443779862,0,0,11668.0,2,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.12521344227613165,0,-0.12521344227613165,-0.4665223892131094,-0.8586531741421264,1,1,349253.0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-1.942155639143996,1,-1.942155639143996,-0.18528764530953626,1.4051568218242432,0,0,0.0,2,0,4,0,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
-0.7767741889170765,1,-0.7767741889170765,-0.4673051774315334,0.21935158584185907,0,0,330958.0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.15347458161228092,0,0.15347458161228092,-0.4592509468467856,-0.31965079415013364,1,1,0.0,0,0,1,0,0,9,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.3038483053874609,0,0.3038483053874609,-0.10793936689145067,-1.0742541261389231,1,1,370371.0,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.5384952636981484,1,-0.5384952636981484,-0.4733977218785441,-0.2118503181517351,0,0,14311.0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
-0.4589804770054607,0,-0.4589804770054607,0.18344647402935554,-0.8586531741421264,1,1,2662.0,0,0,3,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.8496105295562589,1,-0.8496105295562589,-0.4191684175901366,1.944159201816236,0,0,349237.0,0,0,2,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.650810276587266,0,-1.650810276587266,-0.5269393357140189,-0.10404984215333657,1,0,3101295.0,0,0,6,0,0,3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.6311015076387116,0,-0.6311015076387116,-0.4710399260399176,0.11155110984346052,1,1,0.0,0,0,1,0,0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4083160302583968,1,1.4083160302583968,0.3672225128752524,1.4051568218242432,0,0,0.0,1,4,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
-0.048410782525252015,1,-0.048410782525252015,0.3871977592200952,2.4831615818082278,0,0,2926.0,2,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2.5736974804853165,0,2.5736974804853165,2.0838299199622408,0.3271520618402576,1,1,113509.0,1,6,2,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.812155842529068,0,0.812155842529068,0.8351789685591129,-1.0742541261389231,1,1,19947.0,1,1,1,0,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.6311015076387116,1,-0.6311015076387116,-0.3437189507540916,-1.0742541261389231,0,0,0.0,2,0,1,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
-0.08482895284484324,0,-0.08482895284484324,-0.4979565233336768,-0.8586531741421264,1,1,2697.0,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.796482957865631,1,-1.796482957865631,-0.4026638467197518,0.11155110984346052,0,0,0.0,2,0,4,0,1,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
-1.3594649140305362,0,-1.3594649140305362,-0.4702539940937089,0.7583539658338517,1,0,0.0,0,0,8,0,0,11,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.5582651669995292,0,-0.5582651669995292,-0.4979565233336768,-0.6430522221453293,1,1,2669.0,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.6071162832273901,1,0.6071162832273901,1.0473805940354897,-0.8586531741421264,0,0,113572.0,1,6,1,0,1,3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.1169706677016673,0,1.1169706677016673,1.1293139994277572,0.003750633845061978,1,1,36973.0,1,1,2,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.8693192985048133,0,-1.8693192985048133,-0.6195810638733815,-0.6430522221453293,1,0,347088.0,0,0,6,0,0,3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.6798450037064029,0,0.6798450037064029,0.4683436608022618,-0.6430522221453293,1,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
-1.0686880911384526,0,-1.0686880911384526,-0.4793912389003324,-0.31965079415013364,1,0,2661.0,0,0,3,0,0,3,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
-0.048410782525252015,1,-0.048410782525252015,-0.3437189507540916,0.11155110984346052,0,0,0.0,2,7,1,1,0,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
-0.7767741889170765,0,-0.7767741889170765,-0.4541439610603208,-0.31965079415013364,1,1,0.0,0,0,1,0,0,12,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9224468701954416,1,-0.9224468701954416,-0.4651454364433516,0.4349525378386561,0,0,3101281.0,0,0,7,0,1,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.2669198044427993,0,-0.2669198044427993,-0.4303679478236121,-1.0742541261389231,1,1,315151.0,0,0,3,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.17009823939229535,0,0.17009823939229535,-0.3437189507540916,-0.10404984215333657,1,1,0.0,2,0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.995283210834624,1,-0.995283210834624,-0.4702539940937089,-0.10404984215333657,0,0,0.0,0,0,8,0,1,11,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6311015076387116,0,-0.6311015076387116,-0.14566410030947324,-0.7508526981437278,1,1,0.0,2,0,1,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.2669198044427993,0,-0.2669198044427993,-0.15725502465216062,0.003750633845061978,1,1,2680.0,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.17009823939229535,0,0.17009823939229535,-0.4582687564660092,-1.5054560301325175,1,1,1601.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3397561450819818,0,-0.3397561450819818,-0.4781133135557968,-0.4274512701485322,1,1,348123.0,0,7,1,0,0,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.12521344227613165,0,-0.12521344227613165,-0.4665223892131094,-1.0742541261389231,1,1,349208.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.15347458161228092,0,0.15347458161228092,-0.4592509468467856,-0.31965079415013364,1,1,374746.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-2.100210498331022,0,-2.100210498331022,-0.15509528366397884,0.21935158584185907,1,0,248738.0,2,0,3,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0.02442555811393045,1,0.02442555811393045,-0.5447210459969929,-0.31965079415013364,0,0,364516.0,0,0,1,0,1,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5582651669995292,0,-0.5582651669995292,-0.4144528259128839,-0.7508526981437278,1,1,345767.0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.048410782525252015,0,-0.048410782525252015,-0.39087486752661976,0.003750633845061978,1,1,345779.0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.4197274989662069,1,-0.4197274989662069,-0.4716293749995743,0.3271520618402576,0,0,330932.0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
-0.12124712316443445,0,-0.12124712316443445,1.38218760312044,-0.4274512701485322,1,1,113059.0,1,0,1,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.9224468701954416,1,-0.9224468701954416,-0.3437189507540916,-0.8586531741421264,0,0,0.0,2,0,1,0,1,14,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.2429345800314778,1,0.2429345800314778,-0.4651454364433516,3.022163961800221,0,0,3101278.0,0,0,4,1,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.995283210834624,0,-0.995283210834624,-0.4336099171017234,-0.5352517461469307,1,1,0.0,0,0,5,0,0,15,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.15347458161228092,0,0.15347458161228092,-0.4592509468467856,0.21935158584185907,1,1,0.0,0,0,1,0,0,16,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.4854288263603467,1,-0.4854288263603467,2.2616454509280906,-0.10404984215333657,0,0,19950.0,1,1,6,0,1,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.41259248572116425,0,-0.41259248572116425,-0.4592509468467856,-0.5352517461469307,1,1,343275.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.048410782525252015,0,-0.048410782525252015,-0.4592509468467856,-0.7508526981437278,1,1,343276.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7039378482778941,0,-0.7039378482778941,-0.4684840753508467,-0.10404984215333657,1,1,347466.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.1898070083408496,0,1.1898070083408496,2.0459071316937743,0.003750633845061978,1,1,0.0,1,2,2,0,0,17,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.2669198044427993,0,-0.2669198044427993,-0.3537395830682538,-0.4274512701485322,1,1,0.0,0,0,4,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.1366794366502218,0,2.1366794366502218,-0.4969756802648082,-1.0742541261389231,1,1,364500.0,0,0,1,0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15347458161228092,0,0.15347458161228092,-0.4592509468467856,0.003750633845061978,1,1,374910.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.010715524320412,0,3.010715524320412,0.7952944941529088,-0.2118503181517351,1,1,0.0,1,5,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
-0.4854288263603467,0,-0.4854288263603467,2.148862644783235,0.4349525378386561,1,1,0.0,1,4,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
0.31577092067066026,1,0.31577092067066026,-0.29656303398156336,0.9739549178306488,0,0,231919.0,2,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.31577092067066026,0,0.31577092067066026,-0.22582915882277116,-1.0742541261389231,1,1,244367.0,2,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.12124712316443445,1,-0.12124712316443445,-0.4665223892131094,-0.4274512701485322,0,0,349245.0,0,0,1,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.12521344227613165,0,-0.12521344227613165,-0.4665223892131094,0.5427530138370547,1,1,349215.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6311015076387116,0,-0.6311015076387116,0.9834253819127484,-0.2118503181517351,1,1,35281.0,1,4,2,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2429345800314778,0,0.2429345800314778,-0.4307593419328241,-0.10404984215333657,1,1,7540.0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5342799425882077,0,0.5342799425882077,-0.4651454364433516,0.3271520618402576,1,1,3101276.0,0,0,3,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.12124712316443445,0,-0.12124712316443445,-0.4665223892131094,-0.6430522221453293,1,1,349207.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.6311015076387116,1,-0.6311015076387116,-0.4781133135557968,0.5427530138370547,0,0,343120.0,0,0,1,0,1,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4950888467949608,0,-0.4950888467949608,-0.4722188239592308,-0.5352517461469307,1,1,312991.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6071162832273901,0,0.6071162832273901,-0.4665223892131094,-1.2898550781357203,1,1,349249.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.045993194529876255,1,0.045993194529876255,-0.4592509468467856,-0.8586531741421264,0,0,371110.0,0,0,2,0,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1.2626433489800322,0,1.2626433489800322,0.3871977592200952,0.3271520618402576,1,1,110465.0,1,1,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-1.1045377217933976,1,-1.1045377217933976,-0.4980555507588991,-0.7508526981437278,0,0,2665.0,0,0,2,0,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.5582651669995292,0,-0.5582651669995292,-0.4592509468467856,-0.5352517461469307,1,1,324669.0,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.7039378482778941,1,-0.7039378482778941,-0.37554919457554814,-0.4274512701485322,0,0,4136.0,0,0,2,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9224468701954416,1,-0.9224468701954416,-0.4979588811295154,-0.6430522221453293,0,0,2627.0,0,0,1,0,1,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.6311015076387116,0,-0.6311015076387116,-0.4651454364433516,-0.6430522221453293,1,1,0.0,0,0,1,0,0,18,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.9742973540008197,0,2.9742973540008197,-0.4733977218785441,-0.7508526981437278,1,1,370369.0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.048410782525252015,0,-0.048410782525252015,-0.3437189507540916,0.4349525378386561,1,1,11668.0,2,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.41259248572116425,0,-0.41259248572116425,4.997179045269159,-0.31965079415013364,1,1,0.0,1,6,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
-2.0149919797831783,1,-2.0149919797831783,-0.6281701772855205,0.6505534898354532,0,0,347082.0,0,0,7,0,1,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6311015076387116,0,-0.6311015076387116,-0.14566410030947324,0.003750633845061978,1,1,0.0,2,0,3,0,0,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.15347458161228092,0,0.15347458161228092,-0.4592509468467856,-0.10404984215333657,1,1,0.0,0,0,1,0,0,19,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2065164097118866,0,0.2065164097118866,-0.1298480058239673,-0.7508526981437278,1,1,237736.0,2,0,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0.2065164097118866,1,0.2065164097118866,-0.22582915882277116,-0.8586531741421264,0,0,27267.0,2,2,1,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1.7724977334543093,0,1.7724977334543093,0.9834253819127484,0.003750633845061978,1,1,35281.0,1,4,2,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.2866285733913536,0,-1.2866285733913536,-0.5737997420747724,0.11155110984346052,1,0,2651.0,0,0,2,0,0,3,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.7922753124876796,0,0.7922753124876796,-0.4733977218785441,-0.8586531741421264,1,1,370372.0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.41259248572116425,0,-0.41259248572116425,-0.5020826660512729,-0.2118503181517351,1,1,0.0,0,0,1,0,0,20,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.0282597530703037,1,-1.0282597530703037,-0.31169300987802906,-1.0742541261389231,0,0,2668.0,0,7,3,0,1,3,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
