Age_scaled,Sex_1,Age,Fare,Name_length,Sex_0,Title_0,Ticket_Number,Pclass,CabinLetter,Family_Size,Title_1,Title_2,Ticket_Letter,Cabin,Family_Size_Category_2,Family_Size_Category_0,S,Pclass_4,Pclass_5,Fare_0,Family_Size_Category_1,Fare_1,C,Fare_2,Title_3,Fare_4,Pclass_1,Fare_3,Pclass_3,Title_5,Pclass_0,Title_4,Pclass_2,Q
-0.121247123,0,-0.121247123,1.098563626,-0.42745127,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.898461646,0,0.898461646,0.387197759,0.327152062,1,1,113789,1,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.930549306,0,-0.930549306,-0.497956523,-1.182054602,1,1,2677,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.631101508,0,-0.631101508,-0.459250947,-0.319650794,1,1,0,0,0,1,0,0,7,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.84961053,1,-0.84961053,-0.414452826,0.758353966,0,0,345764,0,0,3,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.140955892,1,-1.140955892,-0.573799742,0.003750634,0,0,2651,0,0,2,0,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.752788965,1,0.752788965,-0.392053765,2.051959678,0,0,7546,0,0,2,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.194083464,1,-0.194083464,-0.343718951,3.129964438,0,0,11668,2,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.125213442,0,-0.125213442,-0.466522389,-0.858653174,1,1,349253,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
-1.942155639,1,-1.942155639,-0.185287645,1.405156822,0,0,0,2,0,4,0,1,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
-0.776774189,1,-0.776774189,-0.467305177,0.219351586,0,0,330958,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.153474582,0,0.153474582,-0.459250947,-0.319650794,1,1,0,0,0,1,0,0,9,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.303848305,0,0.303848305,-0.107939367,-1.074254126,1,1,370371,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.538495264,1,-0.538495264,-0.473397722,-0.211850318,0,0,14311,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.458980477,0,-0.458980477,0.183446474,-0.858653174,1,1,2662,0,0,3,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-0.84961053,1,-0.84961053,-0.419168418,1.944159202,0,0,349237,0,0,2,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.650810277,0,-1.650810277,-0.526939336,-0.104049842,1,0,3101295,0,0,6,0,0,3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.631101508,0,-0.631101508,-0.471039926,0.11155111,1,1,0,0,0,1,0,0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.40831603,1,1.40831603,0.367222513,1.405156822,0,0,0,1,4,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
-0.048410783,1,-0.048410783,0.387197759,2.483161582,0,0,2926,2,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.57369748,0,2.57369748,2.08382992,0.327152062,1,1,113509,1,6,2,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0.812155843,0,0.812155843,0.835178969,-1.074254126,1,1,19947,1,1,1,0,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.631101508,1,-0.631101508,-0.343718951,-1.074254126,0,0,0,2,0,1,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.084828953,0,-0.084828953,-0.497956523,-0.858653174,1,1,2697,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.796482958,1,-1.796482958,-0.402663847,0.11155111,0,0,0,2,0,4,0,1,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-1.359464914,0,-1.359464914,-0.470253994,0.758353966,1,0,0,0,0,8,0,0,11,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
-0.558265167,0,-0.558265167,-0.497956523,-0.643052222,1,1,2669,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.607116283,1,0.607116283,1.047380594,-0.858653174,0,0,113572,1,6,1,0,1,3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.116970668,0,1.116970668,1.129313999,0.003750634,1,1,36973,1,1,2,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1.869319299,0,-1.869319299,-0.619581064,-0.643052222,1,0,347088,0,0,6,0,0,3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.679845004,0,0.679845004,0.468343661,-0.643052222,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
-1.068688091,0,-1.068688091,-0.479391239,-0.319650794,1,0,2661,0,0,3,0,0,3,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
-0.048410783,1,-0.048410783,-0.343718951,0.11155111,0,0,0,2,7,1,1,0,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.776774189,0,-0.776774189,-0.454143961,-0.319650794,1,1,0,0,0,1,0,0,12,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.92244687,1,-0.92244687,-0.465145436,0.434952538,0,0,3101281,0,0,7,0,1,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.266919804,0,-0.266919804,-0.430367948,-1.074254126,1,1,315151,0,0,3,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.170098239,0,0.170098239,-0.343718951,-0.104049842,1,1,0,2,0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.995283211,1,-0.995283211,-0.470253994,-0.104049842,0,0,0,0,0,8,0,1,11,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.631101508,0,-0.631101508,-0.1456641,-0.750852698,1,1,0,2,0,1,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.266919804,0,-0.266919804,-0.157255025,0.003750634,1,1,2680,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.170098239,0,0.170098239,-0.458268756,-1.50545603,1,1,1601,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.339756145,0,-0.339756145,-0.478113314,-0.42745127,1,1,348123,0,7,1,0,0,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.125213442,0,-0.125213442,-0.466522389,-1.074254126,1,1,349208,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.153474582,0,0.153474582,-0.459250947,-0.319650794,1,1,374746,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.100210498,0,-2.100210498,-0.155095284,0.219351586,1,0,248738,2,0,3,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0.024425558,1,0.024425558,-0.544721046,-0.319650794,0,0,364516,0,0,1,0,1,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.558265167,0,-0.558265167,-0.414452826,-0.750852698,1,1,345767,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.048410783,0,-0.048410783,-0.390874868,0.003750634,1,1,345779,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.419727499,1,-0.419727499,-0.471629375,0.327152062,0,0,330932,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.121247123,0,-0.121247123,1.382187603,-0.42745127,1,1,113059,1,0,1,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.92244687,1,-0.92244687,-0.343718951,-0.858653174,0,0,0,2,0,1,0,1,14,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.24293458,1,0.24293458,-0.465145436,3.022163962,0,0,3101278,0,0,4,1,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.995283211,0,-0.995283211,-0.433609917,-0.535251746,1,1,0,0,0,5,0,0,15,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.153474582,0,0.153474582,-0.459250947,0.219351586,1,1,0,0,0,1,0,0,16,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.485428826,1,-0.485428826,2.261645451,-0.104049842,0,0,19950,1,1,6,0,1,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.412592486,0,-0.412592486,-0.459250947,-0.535251746,1,1,343275,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.048410783,0,-0.048410783,-0.459250947,-0.750852698,1,1,343276,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.703937848,0,-0.703937848,-0.468484075,-0.104049842,1,1,347466,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.189807008,0,1.189807008,2.045907132,0.003750634,1,1,0,1,2,2,0,0,17,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.266919804,0,-0.266919804,-0.353739583,-0.42745127,1,1,0,0,0,4,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.136679437,0,2.136679437,-0.49697568,-1.074254126,1,1,364500,0,0,1,0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153474582,0,0.153474582,-0.459250947,0.003750634,1,1,374910,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3.010715524,0,3.010715524,0.795294494,-0.211850318,1,1,0,1,5,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
-0.485428826,0,-0.485428826,2.148862645,0.434952538,1,1,0,1,4,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0.315770921,1,0.315770921,-0.296563034,0.973954918,0,0,231919,2,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.315770921,0,0.315770921,-0.225829159,-1.074254126,1,1,244367,2,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.121247123,1,-0.121247123,-0.466522389,-0.42745127,0,0,349245,0,0,1,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.125213442,0,-0.125213442,-0.466522389,0.542753014,1,1,349215,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.631101508,0,-0.631101508,0.983425382,-0.211850318,1,1,35281,1,4,2,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.24293458,0,0.24293458,-0.430759342,-0.104049842,1,1,7540,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.534279943,0,0.534279943,-0.465145436,0.327152062,1,1,3101276,0,0,3,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.121247123,0,-0.121247123,-0.466522389,-0.643052222,1,1,349207,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.631101508,1,-0.631101508,-0.478113314,0.542753014,0,0,343120,0,0,1,0,1,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.495088847,0,-0.495088847,-0.472218824,-0.535251746,1,1,312991,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.607116283,0,0.607116283,-0.466522389,-1.289855078,1,1,349249,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.045993195,1,0.045993195,-0.459250947,-0.858653174,0,0,371110,0,0,2,0,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.262643349,0,1.262643349,0.387197759,0.327152062,1,1,110465,1,1,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
-1.104537722,1,-1.104537722,-0.498055551,-0.750852698,0,0,2665,0,0,2,0,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.558265167,0,-0.558265167,-0.459250947,-0.535251746,1,1,324669,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.703937848,1,-0.703937848,-0.375549195,-0.42745127,0,0,4136,0,0,2,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.92244687,1,-0.92244687,-0.497958881,-0.643052222,0,0,2627,0,0,1,0,1,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.631101508,0,-0.631101508,-0.465145436,-0.643052222,1,1,0,0,0,1,0,0,18,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2.974297354,0,2.974297354,-0.473397722,-0.750852698,1,1,370369,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.048410783,0,-0.048410783,-0.343718951,0.434952538,1,1,11668,2,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.412592486,0,-0.412592486,4.997179045,-0.319650794,1,1,0,1,6,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
-2.01499198,1,-2.01499198,-0.628170177,0.65055349,0,0,347082,0,0,7,0,1,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.631101508,0,-0.631101508,-0.1456641,0.003750634,1,1,0,2,0,3,0,0,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.153474582,0,0.153474582,-0.459250947,-0.104049842,1,1,0,0,0,1,0,0,19,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.20651641,0,0.20651641,-0.129848006,-0.750852698,1,1,237736,2,0,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.20651641,1,0.20651641,-0.225829159,-0.858653174,0,0,27267,2,2,1,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1.772497733,0,1.772497733,0.983425382,0.003750634,1,1,35281,1,4,2,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1.286628573,0,-1.286628573,-0.573799742,0.11155111,1,0,2651,0,0,2,0,0,3,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.792275312,0,0.792275312,-0.473397722,-0.858653174,1,1,370372,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.412592486,0,-0.412592486,-0.502082666,-0.211850318,1,1,0,0,0,1,0,0,20,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.028259753,1,-1.028259753,-0.31169301,-1.074254126,0,0,2668,0,7,3,0,1,3,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.116970668,0,1.116970668,-0.509943557,-0.96645365,1,1,347061,0,0,1,0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24293458,0,0.24293458,-0.466522389,-0.750852698,1,1,349241,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.703937848,0,-0.703937848,-0.506406864,0.327152062,1,1,0,0,0,1,0,0,21,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.262643349,1,1.262643349,-0.155095284,2.051959678,0,0,0,0,0,2,1,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.048410783,1,-0.048410783,0.387197759,1.944159202,0,0,228414,2,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.339756145,0,-0.339756145,-0.225829159,0.327152062,1,1,0,2,0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.485428826,0,-0.485428826,-0.129357584,-0.96645365,1,1,0,2,0,1,0,0,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
-0.776774189,1,-0.776774189,0.40055703,0.11155111,0,0,11752,1,4,3,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.534279943,0,0.534279943,0.413133513,0.003750634,1,1,113803,1,1,2,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.995283211,0,-0.995283211,-0.621545108,-0.858653174,1,1,7534,0,0,1,0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.412592486,0,-0.412592486,1.028518227,-0.96645365,1,1,0,1,6,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0.112666785,1,0.112666785,-0.479391239,0.219351586,0,0,2678,0,0,3,1,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.558265167,1,-0.558265167,-0.473397722,-0.319650794,0,0,347081,0,0,1,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.412592486,1,-0.412592486,-0.465145436,2.698762534,0,0,0,0,0,2,1,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.776774189,0,-0.776774189,-0.520553639,-0.858653174,1,1,365222,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.84961053,0,-0.84961053,-0.296563034,-0.104049842,1,1,231945,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.776774189,0,-0.776774189,0.027633894,0.11155111,1,1,0,2,0,3,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.194083464,0,-0.194083464,-0.471237981,1.836358726,1,1,350043,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.505137595,1,-1.505137595,-0.433609917,0.542753014,0,0,0,0,0,5,0,1,15,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.497861772,0,0.497861772,-0.430171465,1.405156822,1,1,230080,2,7,3,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.898461646,0,0.898461646,-0.225829159,0.65055349,1,0,244310,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
1.553988712,0,1.553988712,-0.248228219,-0.104049842,1,0,0,2,0,1,0,0,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
